type,measure,ICC,F,df1,df2,p,lower bound,upper bound,10%,90%
ICC2,10_6,0.4265583319690021,2.6231393109675327,56,56,0.00501892051670124,-0.22339640782645903,0.8171479894656547,0.5731228368231678,0.3052458664985179
ICC3,10_6,0.4290277850386293,2.6231393109675327,56,56,0.00501892051670124,-0.227713677829528,0.8189182591895625,0.5718777047175257,0.3014730375272333
ICC2,10_7,0.43394798108063826,2.69944075591168,56,56,0.00588771250129868,-0.21182812127511516,0.8198340952876606,0.5800445223644992,0.3043769807209083
ICC3,10_7,0.4386313606351927,2.69944075591168,56,56,0.00588771250129868,-0.2153255456975584,0.8225123599795119,0.5750768590350752,0.29847316052997275
ICC2,10_8,0.22858516243936136,1.6707288912911265,56,56,0.0846738810647708,-0.4019600789000968,0.7246737104207086,0.3456022071753019,0.06604520496557476
ICC3,10_8,0.23493844116992457,1.6707288912911265,56,56,0.0846738810647708,-0.42404910004895,0.7323870853497755,0.3429202099493568,0.06276120205368255
ICC2,10_9,0.4439025650205965,2.8479686249141727,56,56,0.00602448485540244,-0.19694173287902553,0.8239641746727081,0.607649983194725,0.32214642363648377
ICC3,10_9,0.4572560866948208,2.8479686249141727,56,56,0.00602448485540244,-0.1916271520499074,0.8296300586121829,0.6064305177292184,0.3188608478422959
ICC2,100_0,0.4871795096055192,3.09223637347001,56,56,0.00253392210593868,-0.14888685932045387,0.8409298644345234,0.6480271755585953,0.37389181037977615
ICC3,100_0,0.48948450233626223,3.09223637347001,56,56,0.00253392210593868,-0.15190328860141247,0.8423741323187811,0.6478637087594373,0.3728404959851024
ICC2,100_1,0.4716931793732432,2.9382452421906575,56,56,0.00215981427127724,-0.1698566974821209,0.835272627885288,0.6167444438219507,0.36336842913255
ICC3,100_1,0.4741905252508889,2.9382452421906575,56,56,0.00215981427127724,-0.17348801309299253,0.8368615946313136,0.6142517849302132,0.3583782747555916
